DATAFLOW,LAST UPDATE,freq,ESTAT:ILC_LI02(1.0)_unit,indic_il,sex,age,geo,TIME_PERIOD,ESTAT:ILC_LI02(1.0)_VALUE,OBS_FLAG,DATAFLOW_1,LAST UPDATE_1,freq_1,ESTAT:ILC_PW01(1.0)_unit,isced11,indic_wb,sex_1,age_1,ESTAT:ILC_PW01(1.0)_VALUE,OBS_FLAG_1,DATAFLOW_2,LAST UPDATE_2,freq_2,ESTAT:ILC_PW01(1.0)_unit_2,isced11_2,indic_wb_2,sex_2,age_2,ESTAT:ILC_PW01(1.0)_VALUE_2,OBS_FLAG_2,DATAFLOW_3,LAST UPDATE_3,freq_3,ESTAT:ILC_PW01(1.0)_unit_3,isced11_3,indic_wb_3,sex_3,age_3,ESTAT:ILC_PW01(1.0)_VALUE_3,OBS_FLAG_3,DATAFLOW_4,LAST UPDATE_4,freq_4,ESTAT:ILC_PW01(1.0)_unit_4,isced11_4,indic_wb_4,sex_4,age_4,ESTAT:ILC_PW01(1.0)_VALUE_4,OBS_FLAG_4,DATAFLOW_5,LAST UPDATE_5,freq_5,ESTAT:ILC_PW01(1.0)_unit_5,isced11_5,indic_wb_5,sex_5,age_5,ESTAT:ILC_PW01(1.0)_VALUE_5,OBS_FLAG_5,DATAFLOW_6,LAST UPDATE_6,freq_6,ESTAT:ILC_PW01(1.0)_unit_6,isced11_6,indic_wb_6,sex_6,age_6,ESTAT:ILC_PW01(1.0)_VALUE_6,OBS_FLAG_6,DATAFLOW_7,LAST UPDATE_7,freq_7,ESTAT:ILC_PW01(1.0)_unit_7,isced11_7,indic_wb_7,sex_7,age_7,ESTAT:ILC_PW01(1.0)_VALUE_7,OBS_FLAG_7,DATAFLOW_8,LAST UPDATE_8,freq_8,ESTAT:ILC_PW01(1.0)_unit_8,isced11_8,indic_wb_8,sex_8,age_8,ESTAT:ILC_PW01(1.0)_VALUE_8,OBS_FLAG_8,DATAFLOW_9,LAST UPDATE_9,freq_9,ESTAT:ILC_PW01(1.0)_unit_9,isced11_9,indic_wb_9,sex_9,age_9,ESTAT:ILC_PW01(1.0)_VALUE_9,OBS_FLAG_9,DATAFLOW_10,LAST UPDATE_10,freq_10,ESTAT:ILC_PW01(1.0)_unit_10,isced11_10,indic_wb_10,sex_10,age_10,ESTAT:ILC_PW01(1.0)_VALUE_10,OBS_FLAG_10,DATAFLOW_11,LAST UPDATE_11,freq_11,c_resid,ESTAT:TOUR_OCC_NINATS(1.0)_unit,hotelsize,ESTAT:TOUR_OCC_NINATS(1.0)_VALUE,OBS_FLAG_11,DATAFLOW_12,LAST UPDATE_12,freq_12,ESTAT:RAIL_TF_PASSMOV(1.0)_unit,vehicle,ESTAT:RAIL_TF_PASSMOV(1.0)_VALUE,OBS_FLAG_12,DATAFLOW_13,LAST UPDATE_13,freq_13,ESTAT:RAIL_PA_TOTAL(1.0)_unit,ESTAT:RAIL_PA_TOTAL(1.0)_VALUE,OBS_FLAG_13,DATAFLOW_14,LAST UPDATE_14,freq_14,ESTAT:RAIL_PA_TOTAL(1.0)_unit_14,ESTAT:RAIL_PA_TOTAL(1.0)_VALUE_14,OBS_FLAG_14,DATAFLOW_15,LAST UPDATE_15,freq_15,ESTAT:RAIL_AC_CATNMBR(1.0)_unit,accident,ESTAT:RAIL_AC_CATNMBR(1.0)_VALUE,OBS_FLAG_15,DATAFLOW_16,LAST UPDATE_16,freq_16,tra_infr,n_tracks,ESTAT:TTR00003(1.0)_unit,ESTAT:TTR00003(1.0)_VALUE,OBS_FLAG_16
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,AT,1995,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,88693.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,AT,1996,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,82912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,AT,1997,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,86922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,AT,1998,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,90228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,AT,1999,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,AT,2000,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,AT,2001,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,AT,2003,13.2,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,AT,2004,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,93903.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,8274.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,215083.0,,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,119.0,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,AT,2005,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,94757.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,8685.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,220116.0,,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,98.0,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,AT,2006,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,100627.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,8907.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,223931.0,,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,100.0,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,AT,2007,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,100448.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,9167.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,228488.0,,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,106.0,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,AT,2008,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,104993.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,10365.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,236789.0,,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,98.0,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,AT,2009,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,10184.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,237658.0,,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,94.0,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,AT,2010,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,106513.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,10263.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,239974.0,,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,80.0,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,AT,2011,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,106585.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,10778.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,241526.0,,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,90.0,,ESTAT:TTR00003(1.0),19/12/23 23:00:00,A,TOTAL,TOTAL,KM,5500.0,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,AT,2012,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,85121684.0,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,105153.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,11211.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,260518.0,,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,106.0,,ESTAT:TTR00003(1.0),19/12/23 23:00:00,A,TOTAL,TOTAL,KM,5566.0,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,AT,2013,14.4,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,ACCSAT,T,Y_GE16,8.3,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,COMSAT,T,Y_GE16,8.0,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,FINSAT,T,Y_GE16,7.0,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,GREENSAT,T,Y_GE16,8.3,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,JOBSAT,T,Y_GE16,8.0,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,LIFESAT,T,Y_GE16,7.8,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,LIVENVSAT,T,Y_GE16,8.4,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,MEANLIFE,T,Y_GE16,7.9,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,RELSAT,T,Y_GE16,8.5,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,TIMESAT,T,Y_GE16,7.3,,ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,85772040.0,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,105036.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,11804.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,271888.0,,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,93.0,,ESTAT:TTR00003(1.0),19/12/23 23:00:00,A,TOTAL,TOTAL,KM,5531.0,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,AT,2014,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,85311355.0,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,110121.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,11981.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,270913.0,,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,81.0,,ESTAT:TTR00003(1.0),19/12/23 23:00:00,A,TOTAL,TOTAL,KM,5531.0,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,AT,2015,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,87266234.0,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,111518.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,12104.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,280060.0,,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,98.0,,ESTAT:TTR00003(1.0),19/12/23 23:00:00,A,TOTAL,TOTAL,KM,5522.0,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,AT,2016,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,90084612.0,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,112153.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,12497.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,286990.0,,,,,,,,,ESTAT:TTR00003(1.0),19/12/23 23:00:00,A,TOTAL,TOTAL,KM,5491.0,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,AT,2017,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,91612341.0,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,114784.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,12562.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,288503.0,,,,,,,,,ESTAT:TTR00003(1.0),19/12/23 23:00:00,A,TOTAL,TOTAL,KM,5527.0,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,AT,2018,14.3,,,,,,,,,,,,,,,,,,,,,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,FINSAT,T,Y_GE16,7.3,,,,,,,,,,,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,JOBSAT,T,Y_GE16,8.0,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,LIFESAT,T,Y_GE16,8.0,,,,,,,,,,,,,,,,,,,,,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,RELSAT,T,Y_GE16,8.6,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,TIMESAT,T,Y_GE16,7.3,,ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,93890819.0,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,113202.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,13122.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,307647.0,,,,,,,,,ESTAT:TTR00003(1.0),19/12/23 23:00:00,A,TOTAL,TOTAL,KM,5526.0,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,AT,2019,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,95267629.0,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,120260.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,13252.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,314892.0,,,,,,,,,ESTAT:TTR00003(1.0),19/12/23 23:00:00,A,TOTAL,TOTAL,KM,5615.0,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,AT,2020,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,55632180.0,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,113388.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,7375.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,191272.0,,,,,,,,,ESTAT:TTR00003(1.0),19/12/23 23:00:00,A,TOTAL,TOTAL,KM,5607.0,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,AT,2021,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,LIFESAT,T,Y_GE16,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,46563293.0,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,123417.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,8447.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,217501.0,,,,,,,,,ESTAT:TTR00003(1.0),19/12/23 23:00:00,A,TOTAL,TOTAL,KM,5603.0,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,AT,2022,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,LIFESAT,T,Y_GE16,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,82394651.0,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,127833.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,12855.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,292479.0,,,,,,,,,ESTAT:TTR00003(1.0),19/12/23 23:00:00,A,TOTAL,TOTAL,KM,5575.0,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BE,1995,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,70786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BE,1996,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,72377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BE,1997,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,72149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BE,1998,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,74804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
