DATAFLOW,LAST UPDATE,freq,unit,accident,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,HU,2007,4,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,HU,2008,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,HU,2009,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,HU,2010,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,HU,2011,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,HU,2012,3,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,HU,2013,4,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,HU,2014,5,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,HU,2015,6,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,IE,2004,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,IE,2005,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,IE,2006,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,IE,2007,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,IE,2008,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,IE,2009,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,IE,2010,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,IE,2011,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,IE,2012,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,IE,2013,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,IE,2014,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,IE,2015,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,IT,2004,16,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,IT,2005,6,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,IT,2006,11,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,IT,2007,10,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,IT,2008,10,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,IT,2009,6,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,IT,2010,6,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,IT,2011,5,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,IT,2012,8,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,IT,2013,9,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,IT,2014,6,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,IT,2015,5,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LT,2004,19,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LT,2005,13,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LT,2006,8,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LT,2007,27,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LT,2008,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LT,2009,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LT,2010,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LT,2011,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LT,2012,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LT,2013,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LT,2014,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LT,2015,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LT,2016,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LU,2004,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LU,2005,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LU,2006,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LU,2007,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LU,2008,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LU,2009,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LU,2010,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LU,2011,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LU,2012,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LU,2013,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LU,2014,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LU,2015,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LV,2004,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LV,2005,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LV,2006,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LV,2007,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LV,2008,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LV,2009,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LV,2010,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LV,2011,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LV,2012,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LV,2013,2,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LV,2014,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,LV,2015,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,MT,2004,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,MT,2005,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,MT,2006,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,MT,2007,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,MT,2008,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,MT,2009,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,MT,2010,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,MT,2011,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,MT,2012,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,MT,2013,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,MT,2014,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,MT,2015,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,MT,2016,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,NL,2004,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,NL,2005,5,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,NL,2006,2,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,NL,2007,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,NL,2008,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,NL,2009,2,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,NL,2010,3,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,NL,2011,3,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,NL,2012,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,NL,2013,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,NL,2014,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,NL,2015,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,PL,2004,121,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,PL,2005,126,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,PL,2006,190,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,PL,2007,211,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,PL,2008,105,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,PL,2009,63,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,PL,2010,124,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,PL,2011,154,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,PL,2012,6,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,PL,2013,12,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,PL,2014,13,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,PL,2015,127,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,PT,2004,3,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,PT,2005,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,PT,2006,9,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,PT,2007,3,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,PT,2008,3,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,PT,2009,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,PT,2010,3,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,PT,2011,2,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,PT,2012,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,PT,2013,4,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,PT,2014,3,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,PT,2015,3,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,RO,2004,4,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,RO,2005,24,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,RO,2006,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,RO,2007,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,RO,2008,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,RO,2009,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,RO,2010,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,RO,2011,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,RO,2012,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,RO,2013,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,RO,2014,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,RO,2015,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SE,2004,12,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SE,2005,2,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SE,2006,12,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SE,2007,11,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SE,2008,14,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SE,2009,7,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SE,2010,8,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SE,2011,7,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SE,2012,10,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SE,2013,9,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SE,2014,10,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SE,2015,3,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SI,2004,5,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SI,2005,5,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SI,2006,3,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SI,2007,5,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SI,2008,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SI,2009,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SI,2010,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SI,2011,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SI,2012,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SI,2013,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SI,2014,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SI,2015,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SK,2004,5,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SK,2005,10,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SK,2006,8,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SK,2007,11,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SK,2008,6,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SK,2009,3,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SK,2010,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SK,2011,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SK,2012,2,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SK,2013,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SK,2014,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,DERAIL,SK,2015,2,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,AT,2004,44,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,AT,2005,39,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,AT,2006,38,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,AT,2007,57,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,AT,2008,37,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,AT,2009,42,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,AT,2010,34,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,AT,2011,46,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,AT,2012,43,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,AT,2013,39,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,AT,2014,34,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,AT,2015,38,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,BE,2004,20,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,BE,2005,16,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,BE,2006,22,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,BE,2007,38,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,BE,2008,47,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,BE,2009,17,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,BE,2010,17,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,BE,2011,16,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,BE,2012,18,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,BE,2013,14,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,BE,2014,21,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,BE,2015,14,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,BG,2006,10,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,BG,2007,10,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,BG,2008,9,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,BG,2009,5,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,BG,2010,10,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,BG,2011,22,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,BG,2012,15,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,BG,2013,11,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,BG,2014,11,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,BG,2015,6,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,BG,2016,5,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,CY,2004,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,CY,2005,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,CY,2006,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,CY,2007,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,CY,2008,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,CY,2009,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,CY,2010,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,CY,2011,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,CY,2012,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,CY,2013,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,CY,2014,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,CY,2015,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,CY,2016,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,CZ,2004,67,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,CZ,2005,63,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,CZ,2006,104,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,CZ,2007,48,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,CZ,2008,53,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,CZ,2009,42,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,CZ,2010,57,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,CZ,2011,34,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,CZ,2012,47,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,CZ,2013,36,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,CZ,2014,45,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,CZ,2015,36,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,DE,2004,246,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,DE,2005,237,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,DE,2006,266,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,DE,2007,146,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,DE,2008,112,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,DE,2009,86,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,DE,2010,97,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,DE,2011,85,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,DE,2012,117,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,DE,2013,99,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,DE,2014,97,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,DE,2015,94,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,DK,2004,9,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,DK,2005,7,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,DK,2006,7,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,DK,2007,7,
