DATAFLOW,LAST UPDATE,freq,c_resid,unit,hotelsize,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,NL,2019,54402830,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,NL,2020,28745859,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,NL,2021,30865018,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,NL,2022,52784018,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,PL,2012,30890664,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,PL,2013,32734159,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,PL,2014,35649237,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,PL,2015,38804814,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,PL,2016,44323448,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,PL,2017,47137998,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,PL,2018,50429973,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,PL,2019,53717139,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,PL,2020,28295282,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,PL,2021,34891772,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,PL,2022,55235227,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,PT,2012,39681040,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,PT,2013,42507098,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,PT,2014,47450257,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,PT,2015,50627129,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,PT,2016,55258227,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,PT,2017,59534386,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,PT,2018,58700513,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,PT,2019,59946819,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,PT,2020,21496853,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,PT,2021,30408671,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,PT,2022,57469831,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,RO,2012,16502576,b
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,RO,2013,16537621,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,RO,2014,17316583,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,RO,2015,19749508,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,RO,2016,21232963,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,RO,2017,22241911,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,RO,2018,23335367,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,RO,2019,24328701,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,RO,2020,11320880,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,RO,2021,16549952,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,RO,2022,22185186,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SE,2012,28566091,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SE,2013,29432574,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SE,2014,31073612,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SE,2015,33517878,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SE,2016,35315426,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SE,2017,36554108,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SE,2018,37918304,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SE,2019,39515192,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SE,2020,22438150,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SE,2021,29108968,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SE,2022,39681368,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SI,2012,6195576,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SI,2013,6174738,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SI,2014,6239202,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SI,2015,6592149,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SI,2016,7081194,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SI,2017,7751074,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SI,2019,8263114,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SI,2020,4177459,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SI,2021,5232813,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SI,2022,7522378,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SK,2012,7254352,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SK,2013,7680041,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SK,2014,7308975,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SK,2015,8426569,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SK,2016,9610588,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SK,2017,10117733,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SK,2018,10456538,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SK,2019,11843846,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SK,2020,6292550,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SK,2021,5455390,
ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,SK,2022,9106169,
